name,address,cuisine,menu_items,price_range,rating,opening_hours,reviews,food_img
Thai Niyom Cuisine,"888/28-29 Mahatun Plaza, Ploenchit Road, Bangkok (next to Lamonita restaurant in Mahatun Plaza)
100 m. from BTS Phloen Chit
700 m. from BTS Chidlom ",Thai,"Beef Khao Soi, Flffy omelet with pork cracking chilli paste, Yellow curry with sea bass and pickled bamboo shoots, Green chicken curry, Chiangmai Larb",251-500,4.1,11.00-21.00,"Reviewer 1:
Spicy food. Price per person: 251 - 500 baht. Signature dishes: Pork stir-fried with shrimp paste, Yam Ya Nat. Passing through Phloen Chit area, stuck at Thai Niyom restaurant. Been there once, the restaurant was full. This time, there was an empty table, arranged to sit in a hidden corner at the back. Looking through the bars, I saw a beautiful counter bar. 😅 There is a Michelin sign since 2019. Most of the customers are foreigners. There are many interesting menus. Lemongrass juice - has a clear aroma. There is syrup to add sweetness yourself. Waited for the food for a while. Stir-fried pork with shrimp paste - soft pork, spicy. Can't eat as a snack. If not eating as an appetizer, you have to ask for a bowl of rice. Yam Ya Nat - wow, I like it very much. There is only sweet pineapple and cashew nuts. It's so delicious that I can't describe it. #LINEMANWongnaiUsersChoice2024.

Reviewer 2:
There is a complete range of northern and southern food. 🇹🇭 Price per person: 251 - 500 baht. Signature menu: Chiang Mai Larb, Roasted Coconut Thai Tea. Passing through Phloen Chit area, stuck at Thai Niyom restaurant. Been there once, the restaurant was full. This time, there was an empty table, arranged to sit in a hidden corner at the back. Looking through the bars, I saw a beautiful counter bar. 😅 There is a Michelin sign since 2019. Most of the customers are foreigners. There are many interesting menus. Lemongrass juice - has a clear aroma. There is syrup to add sweetness yourself. Waited for the food for a while. Stir-fried pork with shrimp paste - soft pork, spicy. Can't eat as a snack. If not eating as an appetizer, you have to ask for a bowl of rice. Yam Ya Nat - wow, I like it very much. There is only sweet pineapple and cashew nuts. It's so delicious that I can't describe it. #LINEMANWongnaiUsersChoice2024.

Reviewer 3:
They said the khao soi was good. Price per person: 251 - 500 baht. Signature menu: Beef Khao Soi. Thai Niyom Restaurant is in Mahatun Building, Ploenchit. Come in almost to the end of the turn, it's on the left side. You can find parking around the building or in the building. 🍛 Menu ordered: Khao Soi Neua (250.-) uses regular stewed beef, not beef shank. Stewed until tender. Normal crispy noodles - fried noodles. Coconut milk is very thick. I felt it was too thick. // Stir-fried Crispy Pork with Chili and Ginger (210.-) Crispy pork that's not very crispy. This restaurant's chili and ginger is salty, not sweet. P.S. Everything tastes salty. Food prices are ++.",https://media.timeout.com/images/105871405/image.jpg
The Londoner Brew Pub,"1178, Pharrhanakan, Suan Luang, Suan Luang, Bangkok, Bangkok (Just a little past Soi Phatthanakan 32, the shop is on the side of the road, it's a private alley before the sawmill)","Italian food , pub/bar, international food","Nachos, Fish and chip, Fish strip, Pork chop, Beef steak, Pizza, Fish n chips,Porkribs, Grilled beef with jaew sauce, Hot dog, Londoner stamp",251-500,4.1,9.00-22.00,"Reviewer 1: 
Children can eat it. Adults can enjoy it. Price per person: 251 - 500 baht. Signature menu: nachos, BEER. It is an English pub style restaurant with a variety of home-brewed beers, including pilsner IPA, which has a nice, refreshing aroma. They also have cocktails, juices, milkshakes, and a variety of food. There are mixed sausages and non-spicy pies that are suitable for children. There are toys for children to sit still. The staff provides good service and care.

Reviewer 2: 
English Bar Phatthanakan. Price per person: 501 - 1,000 baht. Signature menu: Wine. Londoner, an English style restaurant, soft English music, Western and Italian food, charcoal-fired pizza, rocket salad, rocket salad with shrimp, salad dressing, good flavor, good salad dressing, fresh vegetables, har gourd steak, topped with tomato sauce, delicious fish, not mushy, delicious sauce, comes with tomatoes, fried French fries, dipped in tomato sauce, great snacks, many good wines to choose from from famous countries, reasonable prices, taste 8, price 6.5, ingredients 8, cleanliness 7.5, service 7.

Reviewer 3: 
The Londoner is like bringing the atmosphere of England to Bangkok. Price per person: more than 1,000 baht. Signature menus: Fish & Chips, Steak, FISH N CHIPS, Grill cheese, Spaghetti pad khee mao, Spaghetti Pesto sauce, Pork ribs. Today we have the opportunity to try The Londoner, a restaurant with a large selection of wines. The staff are lovely and can recommend good food items. Parking is available at the office building in the back. Tell them you are visiting The Londoner and stamp your parking ticket at the restaurant. Today we have many dishes to eat. Starting with the steak and mashed potatoes. The beef here is the most juicy. It comes with smooth mashed potatoes. Our second dish is the grilled cheese. The soft cheese goes well with the restaurant's bread. It is delicious and recommended.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/d4/76/f9/main-bar.jpg?w=1200&h=-1&s=1
ThongSmith (ทองสมิทธ์),"991, Rama 1 Road, Pathumwan, Pathumwan, Bangkok, Bangkok (ThongSmith, G Floor, Food Gallery Zone, Siam Paragon)",Noodles Thai food,"Wagyu thongsmith waterfall, Fried pork rinds, Crispy wontons, Stewed pork waterfall, Kurobuta waterfall, Fresh pork waterfall with liver, Spicy sichuan dumplings, Noodle soup, Waterfall stewed beef, Pork rinds,  Kurobuta pork waterfull and glass bone",251-500,4.1,10.00-21.30,"Reviewer 1: 
Delicious, expensive, lots of people. Price per person: 251 - 500 baht. The branch in Paragon, food court floor, is not difficult to find. There are more people eating in the restaurant than other branches. Especially in the evening, you definitely need to make a reservation. If you go with 2 people, the queue will run quickly because there are 2 floors. The food is the same in every branch. Very good standard, expensive, overtaking every boat noodle shop. Usually order beef more than pork. Delicious for kids.

Reviewer 2: 
The spiciness of each branch of this brand is different. Price per person: 251 - 500 baht. Signature menu: A6. Fried pork rinds, beef tongue noodle soup. Premium waterfall noodle shop with many branches in Bangkok and its vicinity. If it is not a weekday and it is in a place where there are not many foreign tourists, it will be a bit empty. But for this branch, don't worry about getting a table because the queue is very long. I recommend coming during the day to get a table quickly. But if it is Saturday or Sunday, don't come at all because the shop is almost full. All the food menus are the same as other branches. If anyone wants to eat dessert, there will be no choices. You have to ask the staff for more information.

Reviewer 3: 
Premium noodles with a spicy flavor. Price per person: 101 - 250 baht. Thongsmith Paragon, G floor, premium boat noodles with many branches. Today I came to eat at Paragon, food court floor downstairs. The shop is open in the adjacent food court area. I ordered stewed pork waterfall, liver, thin noodles, waterfall (179), spiciness level 3, ordered the highest level. Didn't have to wait long for the food. I like Thongsmith because the noodle soup is rich and has a light herbal aroma. Can eat without seasoning. Spicy level 3 is just right for people who can eat spicy. The atmosphere at Paragon branch is not very good, the shop is small, on the side of the road.",https://www.panasm.com/wp-content/uploads/2020/01/Boat-Noodle-with-Sliced-Australian-Wagyu-Beef-Ball-Braised-Shank-Tendon-529-THB.jpg
Ting Tai Fu,"Phatthanakan Road, Phatthanakan Road, Suan Luang, Suan Luang, Bangkok, Bangkok (1874 Phatthanakan Road, a little past Soi 50)","Chinese food, a la carte food","Shrimp xiao long bao, Pork ribs in red sauce, Sichuan tofu, Stir-fried chicken with dried chili, Two lion heads, Drunken chicken, Xiao long bao with pork, Stir-fried dry green beans, Braised beef in red broth, Guangzhou fried rice",251-500,4,10.00-21.00,"Reviewer 1:
Chinese restaurant that is tasty to Thai people in the Phatthanakan area 🏡
Price per person: 251 - 500 baht
Signature dishes: Pork ribs in red sauce, Guangzhou fried rice
Today I had the opportunity to eat at a Chinese restaurant. My siblings brought me here. 😅 The atmosphere of the restaurant is decorated in an old black Chinese style house theme. The interior is a bit dim. There are many menus to choose from. Today's menu is the menu I ordered. 🦐 Stir-fried shrimp with Maggi sauce - The shrimp are big and stir-fried with sauce. It's a bit salty and spicy. The shrimp have thick shells and firm meat. It's okay. 🐷 Pork ribs in red sauce - The pork ribs are well done, tender and have a sweet taste from the red sauce. 🐔 Stir-fried chicken with dried chili - The chicken is a bit tough. 

Reviewer 2:
Shanghai food🇨🇳
Price per person: 101 - 250 baht
Signature dishes: Sweet and sour pork, Pork xiao long bao, Shanghai fried rice, Fried potatoes
📍Ting Tai Fu Phatthanakan 50 The thought of Shanghai is the reason I've wanted to try this restaurant for a long time. The last time I came, it was very crowded, no place to sit. This time I intended to go since 11 am, there was definitely a place to sit. The atmosphere of the restaurant is like being in a Chinese tavern. They play Chinese music, Shanghai Godfather style. The restaurant is not very big. Most of the people come to eat here. The menu we ordered is the one I usually eat when I'm in Shanghai. #Xiaolongbao 110.- has 6 pieces. It relieves the craving for eating xiaolongbao.

Reviewer 3:
Tasty Chinese food
Price per person: 251 - 500 baht
Signature dishes: Stir-fried chicken with dried chili, Xiao long bao with shrimp
Ding Tai Fu, Shanghai and Sichuan style Chinese food, including freshly made noodles and dim sum to choose from. The food is inexpensive and tastes really good. Come eat at the Phatthanakan 50 branch. The menu I ordered: 🔺 Fried Chicken with Dried Chili (150 baht) Chicken coated in flour mixed with white sesame seeds, fried until crispy and spicy, fragrant with dried chili. Eat with hot rice, it's very good. 🔸 Sweet and Sour Pork (150 baht) Plump pieces of fried pork, topped with sweet and sour sauce, perfectly flavored, Chinese style sweet and sour, best eaten with rice. 🔺 Stir-fried Chinese Broccoli",https://img.wongnai.com/p/400x0/2022/11/03/bea933cde3ff4cf394360fe3ac4bcab2.jpg
Tongkee Restaurant Delivery,"308-312, Sukhumvit Road, Sukhumvit Soi 14 entrance, Khlong Tan Nuea, Watthana, Bangkok (Sukhumvit Soi 14 entrance, next to the main road)
95 m from BTS Asoke
200 m from MRT Sukhumvit ",Chinese,"Egg nodles with Chicken in gravy, Flat rice noodles with fried fish in black bean sauce, Egg noodles with roasted duck",251-500,3.5,08.30-20.00,"Reviewer 1:
Tong Kee, an old Chinese restaurant near the BTS Asok station, sells Chinese single dishes and dim sum. Sometimes they have a dim sum buffet. Nannan came outside of business hours, so she ordered a single dish. I like Hong Kong kale stir-fried with oyster sauce. They gave me the tops, plump stems, nice crispy, not bitter, no thick outer vegetable shells. Oyster sauce coated the surface mixed with a little flour, shiny and juicy. Peking duck is not expensive, but it doesn't come as a whole duck anymore. It comes like ready-made duck skin. The frying is quite oily.

Reviewer 2:
Welcome #ChineseNewYear with the old Chinese restaurant at Tong Kee Restaurant. As Chinese New Year is approaching, the restaurant is offering a promotion for a large roast pork dish, reduced to only 1,900 baht from the normal price of 2,500 baht. In addition, there are great value set meals to choose from: the delicious set for 899 baht or the very full set for 1,888 baht. 🐷 Roast pork served with mantou, dark soy sauce, and side dishes of cucumber and red chili. They go well together.

Reviewer 3:
📣Special promotion‼️ All this February, Thong Kee Restaurant has a special promotion waiting for #Chinese food lovers to come and taste the original taste that has been passed down for over 149 years. 🐷 Roast pork reduced to 1,900.- 🦆 Peking duck 450.- 🫕 Chinese food set, great value, starting at 899.- 👍👍 I think it's delicious and worth it. #Not flattering, really ate it. I took my mother, teachers, friends, brothers and sisters to try it.

Reviewer 4:
Tong Kee Restaurant, a Chinese restaurant that sells #dim sum, has been open for over 150 years but still maintains its identity from generation to generation. Here, there are both A la carte and Buffet. We ordered the buffet, which has dim sum menus, fried menus and single dishes. The buffet price is 229 baht per person plus a refillable drink for another 39 baht. I like the fried menu. The shop makes it crispy and fluffy. There are a lot of dim sum to choose from. Food besides the buffet is also worth trying.",https://images.hungryhub.com/uploads/restaurants/4654/photos/133566/RackMultipart20240613-162-yb1vf1.jpeg
Tuang Dim Sum (ตวง ติ่มซำ),"2329, Charoen Krung 89, Wat Phraya Krai, Bang Kho Laem, Bangkok (opposite Wat Ratchasingkhon) ","Dim Sum, Chinese","Ha Grow, Shrimp Dumpling,Custard Bun, Fried Taro, Steamed Rice Noodle, Pork Dumpling",101-250,4.1,07.30-15.00,"Reviewer 1:
Tuang Tim Sam is always delicious. Tuang Dim Sum, an old dim sum shop, from a small shophouse, has expanded into a large area. Comfortable seating, lots of fans, good air circulation, and a fair amount of parking. On weekdays, come when the shop first opens, there are seats and no need to wait in line. The dim sum here is affordable and the quality is top-notch. Every bite is delicious. It may not be as excellent as A-list, but it is dim sum that is suitable to eat often when you miss it. It won't hurt your heart or your wallet. The service is considered fast. The shop owner and assistants take good care of the customers.

Reviewer 2:
Restaurant-quality dim sum at affordable prices that will fill you up. Price per Person: Under 100 baht. Favourites: Beef Meatballs (19), Fried Taro (9), Shrimp Dumpling (3), Ha Gow (2), Fried Spring Rolls. 🥢 The original dim sum shop on Charoen Krung that dim sum lovers are very familiar with. The shop opens early in the morning. I like to go on Sunday mornings from 7:30-8:00. It feels comfortable, the road is empty, not many people. Sit and eat comfortably. Get it quickly, don't have to wait long. 🏆 Don't miss the highlight, the shrimp series led by Ha Kao, shrimp dumplings, thin dough, overflowing shrimp filling, full of shrimp, full mouth, bouncy on the tongue, so good 👍 Another menu that meat lovers can't miss, beef meatballs, wrapped in foam.

Reviewer 3:
Cheap and good dim sum made by a 5-star hotel chef. Price per Person: 101 - 250 baht. Dim sum restaurant of Chef Yip Yuen Keong, a Hong Kong chef with experience from many famous restaurants and 5-star hotels around the world. He opened a small shop of 1 room on Charoen Krung Road. There are only 6 tables. It is crowded and sells well all day. If you want to eat without having to wait, I recommend coming early in the morning. It is very cheap compared to the taste and quality. There are many menus to choose from: dumplings, har gow, steamed buns, fried food, rice noodle rolls, steamed food, meatballs. Everything is delicious. You can order it. I like the lava buns and taro.",https://img.wongnai.com/p/1920x0/2016/11/21/4024c844763949bdaea7bc28fd339e7a.jpg
Umenohana,"Soi Thonglor 13, Thonglor Road, Bangkok (Nihonmura Mall Building, 2nd Floor)","Japanese food, a la carte food","Umenohana lunch course, Yuba age, Umenohana lunch course(tofu and sushi), Fuku fuku tofu, My name is Degaku, Steamed abalone with kimo miso,Yuzu tonyu, Koubai dinner set",1000-2000,4.5,11.00-21.00,"Reviewer 1:
Uni Tasting Kaiseki is very good.
Price per person: more than 1,000 baht
Signature menu: Uni Tasting
💚🧡💙❤🥰 #WongnaiJapaneseSpecialist #WongnaiSpecialist2024 #OmakaseSpecialist #SushiSpecialist #Wongnai Uni Tasting Kaiseki ฿6,500++ Umenohanath restaurant focuses on serving Kaiseki-style food and various tofu dishes using organic soybeans. It is located on the 2nd floor of the Nihonmura Mall project. 😊 This meal is a special Uni Tasting course that the restaurant organizes a few times a year. Uni will be served with the Kaiseki course.

Reviewer 2:
The most umami tofu
Price per person: 501 - 1,000 baht
Signature menu: Umenohanazen Set, Umenohana Lunch Course
🍽️ Food: We came for lunch, a Japanese style set meal. The shop is famous for tofu, not much meat, suitable for health-conscious people. The food is cooked by bringing out the deliciousness of the ingredients without adding any additives. 📍Location: Nihonmura Mall, Thonglor 13. The shop is secretly high-end, with tatami mats, private rooms, and a photography management system that conveys the concept of ""customer is god"" in Japan. The staff will call us ""sir"".

Reviewer 3:
Kaiseki with tofu menu highlights
Price per person: more than 1,000 baht
Umenohana: I haven't been to this restaurant in many years. I only went there often when it first opened (I know how many years, lol). This restaurant is good at various tofu dishes and focuses on serving Kaiseki set meals. Overall, the prices are a bit high. Today, we ordered food because we were hungry, so we had little self-control. We didn't look at our eating ability at all. Everything we ordered was as follows: ) • Hikiage Yuba: fresh tofu skin that we made ourselves at the table.",https://kiji.life/eats/wp-content/uploads/2016/06/Umenohana.jpg
Via Emilia Restaurant ,"1040, Soi Narathiwat Ratchanakarin 17, Intersection 5, Thung Maha Mek Sathon, Bangkok (in Narathiwat Ratchanakarin, Soi 17, Intersection 5) ","Seafood, Italian food, pizza","pizza burrata, tiramisu, taglioni ai tartuf, strozzapreti canocch, pancetta permigiano and noci, aligo and olio",501-1000,4.1,11.30-21.30,"Reviewer 1: 
Price per person: 501 - 1,000 baht. Signature dishes: Tiramisu, Burrata Cheese, Pizza Burrata. Whether it's savory or sweet, the food here is delicious and authentic Italian. Soft, fragrant cheese makes every dish special. The pizza comes with an option for half-and-half toppings, and the baked mussels are fantastic. Ideal for special occasions or birthday celebrations. A great spot to satisfy your longing for Europe!

Reviewer 2: 
Italian food in the Sathorn area is a must-try! Antipasti like Fritto misto (fried shrimp and squid) are delicious, served with lemon and tartar sauce. The dough is thin and not oily. The Parma e Burrata pizza, famous at this place, was a bit too crispy this time, lacking its usual softness. Still a good choice overall.

Reviewer 3: 
Price per person: 251 - 500 baht. Signature dishes: MARGHERITA, Pancetta Parmigiano e Noci, AGLIO e OLIO. Ordered delivery from Via Emilia via the Lineman app. It arrived quickly, within half an hour, and the unique Italian flavors didn't disappoint. However, they often forget to include cutlery. Prices are reasonable compared to similar restaurants in the area.

Reviewer 4: 
This restaurant offers home-cooked Italian cuisine from the Emilia-Romagna region, known for high-quality ingredients like Parmigiano Reggiano and Prosciutto di Parma. The atmosphere is cute, and they even allow dogs in the outside seating area. The place is popular, so reservations are recommended. Street parking is available, and staff will assist with parking directions.",https://bk.asia-city.com/sites/default/files/u143727/via_emilia_tagliolini.jpg
Waterside Karaoke Restaurant,"Soi Prasertmanukit 33, Bangkok ","Thai, karaoke, riverside","fried sea bass in fish sauce, grilled pork neck on hot plate, fried german pork leg, fried shrimp cakes, soft shell crab fried garlic, tomyum river prawn",251-500,4.1,16.00-21.00,"Reviewer 1: 
Price per person: 251 - 500 baht. Favourites: Grilled pork neck on a hot plate. The restaurant along the Ram Intra Expressway has expanded and improved, with ample parking and a deeper seating area. Despite the changes, I still prefer the water-side seats near the entrance. Ordered stir-fried morning glory, butter-baked scallops, grilled pork neck on a hot plate, and steamed sea bass with soybeans. All were delicious, though the Japanese menu was disappointing.

Reviewer 2: 
Price per person: 501 - 1,000 baht. Favourites: Fried German Pork Leg, Sour curry with crab eggs and pickled bamboo shoots. Always a must-visit! The sour curry with crab eggs and pickled bamboo shoots (around 450 - 550 baht) was unexpectedly delicious, perfect for waking up or curing a hangover. The crab is generously filled with eggs, and the bamboo shoots add a satisfying sourness. The fried German pork leg (390 baht) is pre-cut and very tasty. Highly recommended!

Reviewer 3: 
Spent 8 hours singing karaoke with friends, and the room fee split came to just 100 baht per person. Weekdays are more fun than festivals, and there are plenty of promotions like 50% off the karaoke room fee from Sunday to Thursday. Great for long hangouts, with delicious food and live music. A favorite spot since my junior high school days!







",https://images.hungryhub.com/uploads/restaurants/4670/photos/134876/RackMultipart20240626-144-1ggy6ej.png
Yi Ja Suki Mala,"1390, Banthat Thong, Rong Muang, Pathumwan, Bangkok (opposite Chula Soi 12) ","Buffet, Shabu, Sukiyaki, Hot Pot, Japanese","Pork Bone Soup, Mala Soup, Tomato Soup, Lotus Root, Pork ",251-500,4,12.00-23.00,"Reviewer 1: 
Price per Person: 101 - 250 baht. Favourites: Pork, mild spicy mala soup, pork bones. Yi Ja Suki Mala has a 7-month promotion with a 30% discount on the entire bill for one day only at Banthat Thong branch. Coincidentally, I wanted to eat Mala, so I went alone. I was surprised by the discount! Great timing for those who see it and want to try.

Reviewer 2: 
Price per Person: 251 - 500 baht. Favourites: Mala Soup Less Spicy With Pork Bones, Pork Bone Soup. I come here often. The food is fresh and delicious. Addicted to Mala Hotpot, with options from 5 baht up. The 30 baht sliced pork is a great deal, with a range of soups and dipping sauces.

Reviewer 3: 
Price per Person: 101 - 250 baht. Favourites: Pork Bone Soup. The most popular conveyor belt sukiyaki right now. I tried the pork bone soup and Mala for dipping. Many ingredients to choose from on the conveyor belt, including vegetable noodles and pumpkin noodles. Chewy and delicious!",https://images.deliveryhero.io/image/fd-th/Products/120253440.jpg?width=%s
YOU&I Premium Suki Buffet,"39 parallel road, Bangna-Trad Road, Samut Prakan (Mega Bangna, 2nd floor, outside zone, Mega Cineplex movie theater)","Buffet, Shabu, Sukiyaki, Hot Pot","Wagyu Beef, Pork Neck Loin, Crystal Ball with Fish Egg",501-1000,4.2,11.00-22.00,"Reviewer 1:
Come back to You & I restaurant, Mega Bangna branch, again after 3 years. This time, the restaurant has 4 prices: 498++ 698++ 898++ and 1,398++ baht. This time, I tried the 698++ baht but bought a voucher in the app, the price was 722 baht per cup from 822 baht, can eat for 1 hour and 45 minutes (each price has a different eating time). Can choose 2 soups, tried black soup and pork bone soup, pork bone soup has a good seaweed aroma, black soup is sweet and creamy, can get your own dipping sauce at the bar.

Reviewer 2:
You & I Buffet is a sukiyaki shabu buffet restaurant that has a variety of soups to choose from, including clear soup, black soup, mala soup, shark fin soup, and many more. The buffet has many prices, starting at the cheapest at 498+. We chose to eat the premium buffet course 698+ because we wanted to eat a wider variety of beef, including Wagyu beef, Angus beef, Kurobuta pork, stuffed with various cheeses. There are also seafood menus with shrimp, shellfish, fish, and a variety of dipping sauces to choose from, snacks, desserts.

Reviewer 3:
🥩Today, I made an appointment with my friends to eat at You&I at the Mega Bangna branch. We chose Course 698+. We could choose 2 soup bases. Our favorite menu is the Wagyu beef. Everything else is delicious, including fried food, desserts, and unlimited drinks. What I like the most is that the pots are personal. We don't have to fight over it. We can also sit at the same table.",https://images.hungryhub.com/uploads/restaurants/1365/photos/119988/RackMultipart20240125-223-9q0dyc.jpg
Kub Kao Kub Pla (กับข้าวกับปลา)  ,"88, 5th Floor, Terminal 21 Asoke, Khlong Tan Nuea, Watthana, Bangkok (Terminal 21 Asok)",Thai food,"crispy pork with chilli and salt, stir-fried pork with shrimp paste",251-500,4.2,10.00-21.00,"Reviewer 1:
Price per person: 251 - 500 baht. Signature menu: Sour curry. During the vegetarian period, there are vegetarian options available with strong southern flavors. Crispy pork is tasty but should be eaten quickly before it loses its crispiness. This Thai restaurant and sweet cafe by Pla (iberry) offers 'Homemade' quality food. Despite being pricey, the taste and service make it worth it.

Reviewer 2:
I've become addicted to the flavor of Thai food here! 'Kap Khao Kap Pla' restaurant comes from a passion for homemade cooking and desserts. Today's menu highlights include crispy crabmeat spring rolls (450฿), pomelo salad with crispy shrimp (230฿), and the must-try sour curry with cha-om and fried eggs (335฿). Every dish has good quality ingredients and a home-cooked style. Highly recommended!

Reviewer 3:
Price per person: 251 - 500 baht. Signature menu: Southern food set, Set B. Ordered a Southern food set for 259.- from Kap Khao Kap Pla at Terminal 21 Asoke. The set includes the most delicious stir-fried morning glory I've ever tasted, along with stir-fried stink beans, pork and shrimp, Hong pork, and half a boiled egg. The food is well-packaged and comes in generous portions. Great experience ordering from home!",https://www.krungsricard.com/KrungsriCreditCard/media/KOD/Kubkaokubpla-Web-Synergy-900x590.jpg
khinlomchomsaphan (กินลมชมสะพาน) ,"Kinlomchomsaphan Restaurant, Soi Sam Phraya, Wat Sam Phraya, Phra Nakhon, Bangkok (Soi Samsen 3, end of the alley) ","riverside, live music, seafood, thai","german Pork Knuckle, shrimp miang, spicy prawn soup, grilled shrimp, pineapple fried rice, crab curry, crab salad",251-500,3.5,11.00-23.00,"Reviewer1: 
Good atmosphere, delicious food. You should come once.
Price per person: more than 1,000 baht
Signature dishes: Curry crab, Tom Yum Kung, Shrimp Miang, German pork leg, Grilled jumbo prawns
It was a coincidence that we came to the restaurant because it was far from our accommodation. But I must say that you should really come to this restaurant at least once. - The atmosphere of the restaurant The atmosphere of the restaurant is very good. Listen to music, eat food, look at the view. Everything is very good, everyone. Most importantly, there are no mosquitoes to bother the outdoor zone. We chose to sit in the outdoor zone by the river. Eat food and look at the bridge. It really lives up to the name of the restaurant. - The staff The staff at this restaurant are very cute. They are kind, have good manners, and give good advice. They are cheerful and friendly. - The taste of the food Overall, we think the taste of the food is very good. For the taste of the food, we give it 4/5. The food is fresh and there is a lot of variety. The restaurant catches fish in the pond and cooks them fresh. 

Reviewer2: 
Enjoy the breeze and see Rama VIII Bridge
Price per person: 251 - 500 baht
Signature dishes: Oysters, morning glory noodles, butter-baked scallops
This is another restaurant that I can say has a very good atmosphere. It is a restaurant where we can sit and eat while enjoying the view of the Chao Phraya River. There is both an indoor zone that is an air-conditioned room, wooden folding doors with glass in a vintage style, and an outdoor zone where you can sit and enjoy the breeze and chill along the Chao Phraya River. And for those who choose the outdoor zone, the taste of the food is delicious, just go to every menu. As for the seafood, it is fresh. Anyone looking for a place to socialize or celebrate a special occasion this place is reccommended!!! <3

Reviewer3: 
The view of Rama VIII Bridge is really beautiful. The food is delicious, fresh, and tasty. There is also live music to listen to.
First time coming with family (2020). The view of Rama VIII Bridge is really beautiful. The food is delicious, fresh, and tasty. There is also live music. * Second time coming today (14 Nov 2024). We came to organize a party for the 29th B.Y.S. group. The food is delicious, the singers sing well, and the atmosphere is fun. ",https://res.cloudinary.com/eddypisit/image/upload/v1570015816/xda0n7j2pgva9wtnbspm.jpg
Camin Cuisine & Cafe (ขมิ้น คูซีน แอนด์ คาเฟ่) ,"4 4/1-4/2 Rama I Road, Bangkok (Khumin Camin Cuisine & Cafe, 6th floor, Beacon Zone, centralwOrld) ","Thai, Southern food","Sour curry of sea bass with coconut shoots, stir fried morning clory with egg, squid boiled in sweet coconut sugar sauce, fried pork belly with fish sauce",251-500,4.1,11.00-20.30,"Reviewer 1: 
Spicy southern food. Kamin Camin Cuisine & Cafe at Central World is beautifully decorated, blending modern and local styles with warm tones. Signature southern dishes include rich stir-fried shrimp with stink beans and fresh sea bass in sour curry with young coconut shoots, both ideal with steamed rice. The Kai Kor Lae chicken is marinated to a soft texture, while the fried pork belly with fish sauce and dipping sauce is delicious.

Reviewer 2: 
Try southern food at a famous restaurant. The restaurant has a beautiful decor and comfortable seating, though the Central World branch is smaller than the main Kaset-Nawamin branch. The lighting and atmosphere are inviting. However, I found the food to be quite salty, with flavors that, while good, didn’t stand out as much as expected.

Reviewer 3: 
Southern restaurant with strong flavors. This southern restaurant brings authentic local flavors to Bangkok, now with several branches. Kai Kor Lae and dishes with shrimp paste are especially aromatic and flavorful. The restaurant is beautifully decorated, but prices are high, reflecting the quality ingredients and ambiance in shopping mall locations.












",https://static.bkkmenu.com/files/2020/07/Camin028-1005x670.JPG
